OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,CountReads,SampleID,BOLDalt
OTU513_suspect_mock_chimera,GS,98.9,BOLD:AAH4593.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,104,OahuBird.412,BOLD:AAH4593
OTU515_suspect_mock_chimera,GS,100.0,BOLD:AAA5487.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucosma,Eucosma parmatana,207,OahuBird.412,BOLD:AAA5487
OTU519_suspect_mock_chimera,GSL,99.4,BOLD:ACR7501.1,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calosoma,NA,185,OahuBird.412,BOLD:ACR7501
OTU526_suspect_mock_chimera,GS,100.0,BOLD:AAB1002.2,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Euparthenos,Euparthenos nubilis,185,OahuBird.412,BOLD:AAB1002
OTU539_suspect_mock_chimera,GS,100.0,BOLD:AAW0548.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,115,OahuBird.412,BOLD:AAW0548
OTU543_suspect_mock_chimera,SS,0.9700,BOLD:AAN8921.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,51,OahuBird.412,BOLD:AAN8921
OTU553_suspect_mock_chimera,GS,99.4,BOLD:ABA8837.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranophragma,NA,55,OahuBird.412,BOLD:ABA8837
OTU563_suspect_mock_chimera,SS,0.9400,BOLD:AAP5125.2,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,72,OahuBird.412,BOLD:AAP5125
OTU570_suspect_mock_variant,GS,100.0,BOLD:AAF3316.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Chionodes,Chionodes soter,126,OahuBird.412,BOLD:AAF3316
OTU582_suspect_mock_chimera,GS,100.0,BOLD:AAG8976.1,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Neohecalus,Neohecalus lineatus,125,OahuBird.412,BOLD:AAG8976
OTU584_suspect_mock_chimera,GS,100.0,BOLD:ABY5257.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea devastator,115,OahuBird.412,BOLD:ABY5257
OTU585_suspect_mock_chimera,GS,100.0,BOLD:ABX5520.2,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula hermannia,160,OahuBird.412,BOLD:ABX5520
OTU599_suspect_mock_chimera,GS,97.8,BOLD:AAH6959.3,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Antaeotricha,NA,56,OahuBird.412,BOLD:AAH6959
OTU650_suspect_mock_chimera,US,0.8732,BOLD:ACL0058.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,83,OahuBird.412,BOLD:ACL0058
OTU671_suspect_mock_chimera,GS,100.0,BOLD:AAH0256.5,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Corticarina,Corticarina cavicollis,86,OahuBird.412,BOLD:AAH0256
OTU714_suspect_mock_chimera,US,0.9919,BOLD:ACG3125.1,Animalia,Arthropoda,Insecta,Blattodea,NA,NA,NA,133,OahuBird.412,BOLD:ACG3125
OTU717_suspect_mock_chimera,GS,100.0,BOLD:AAL5086.4,Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Exechiopsis,Exechiopsis pulchella complex,69,OahuBird.412,BOLD:AAL5086
OTU718_suspect_mock_chimera,GS,100.0,BOLD:AAA6351.5,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Carpatolechia,Carpatolechia belangerella,57,OahuBird.412,BOLD:AAA6351
OTU721_suspect_mock_chimera,GS,99.4,BOLD:ACF4168.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Toxonprucha,Toxonprucha excavata,115,OahuBird.412,BOLD:ACF4168
OTU723_suspect_mock_chimera,GS,100.0,BOLD:AAB4613.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Eucelatoria,NA,84,OahuBird.412,BOLD:AAB4613
OTU725_suspect_mock_chimera,US,0.9803,BOLD:ABX3686.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,122,OahuBird.412,BOLD:ABX3686
OTU764_suspect_mock_chimera,US,0.9919,BOLD:AAH0440.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,100,OahuBird.412,BOLD:AAH0440
OTU766_suspect_mock_chimera,GS,99.4,BOLD:ACE4734.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Idia,Idia rotundalis,56,OahuBird.412,BOLD:ACE4734
OTU788_suspect_mock_chimera,GS,100.0,BOLD:AAB9081.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Hyalopterus,Hyalopterus pruni,68,OahuBird.412,BOLD:AAB9081
OTU837_suspect_mock_chimera,US,1.0000,BOLD:AAI4173.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,131,OahuBird.412,BOLD:AAI4173
OTU863_suspect_mock_chimera,GS,100.0,BOLD:AAH4499.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Caloptilia,NA,74,OahuBird.412,BOLD:AAH4499
OTU864_suspect_mock_chimera,GS,100.0,BOLD:AAF3600.1,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalinus,Eristalinus aeneus,89,OahuBird.412,BOLD:AAF3600
OTU873_suspect_mock_chimera,GS,100.0,BOLD:AAB6692.1,Animalia,Arthropoda,Insecta,Plecoptera,Nemouridae,Amphinemura,Amphinemura wui,94,OahuBird.412,BOLD:AAB6692
OTU878_suspect_mock_chimera,GS,100.0,BOLD:AAA7111.2,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,Acronicta insularis,119,OahuBird.412,BOLD:AAA7111
OTU880_suspect_mock_chimera,SS,0.8700,BOLD:ABW2447.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,63,OahuBird.412,BOLD:ABW2447
OTU891_suspect_mock_chimera,GS,97.8,BOLD:AAC9102.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia,Epinotia emarginana,261,OahuBird.412,BOLD:AAC9102
OTU897_suspect_mock_chimera,GS,100.0,BOLD:ACJ4530.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,72,OahuBird.412,BOLD:ACJ4530
OTU89_suspect_mock_chimera,SS,0.9800,BOLD:AAD8248.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,3355,OahuBird.412,BOLD:AAD8248
OTU947_suspect_mock_chimera,US,0.9963,BOLD:ACI9925.2,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,64,OahuBird.412,BOLD:ACI9925
OTU953_suspect_mock_chimera,GS,100.0,BOLD:AAC9882.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta aphrodite,64,OahuBird.412,BOLD:AAC9882
OTU96_suspect_mock_variant,GS,100.0,BOLD:AAB5414.1,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora cratipennella,141,OahuBird.412,BOLD:AAB5414
OTU995_suspect_mock_chimera,GS,100.0,BOLD:AAB2189.1,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Ironoquia,Ironoquia punctatissima,78,OahuBird.412,BOLD:AAB2189
OTU997_suspect_mock_chimera,GS,100.0,BOLD:AAH4681.1,Animalia,Arthropoda,Insecta,Lepidoptera,Autostichidae,Oegoconia,Oegoconia novimundi,98,OahuBird.412,BOLD:AAH4681
OTU998_suspect_mock_chimera,GS,100.0,BOLD:ACG4989.1,Animalia,Arthropoda,Insecta,Blattodea,NA,NA,NA,110,OahuBird.412,BOLD:ACG4989
OTU1029_suspect_mock_chimera,US,0.9860,BOLD:ABA9953.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,74,OahuBird.413,BOLD:ABA9953
OTU122_suspect_mock_chimera,GS,98.9,BOLD:AAL2743.2,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,Forelia,NA,354,OahuBird.413,BOLD:AAL2743
OTU127_suspect_mock_chimera,GS,100.0,BOLD:ACQ6990.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,84,OahuBird.413,BOLD:ACQ6990
OTU138_suspect_mock_chimera,GS,100.0,BOLD:AAA3993.48,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora duplicis group,380,OahuBird.413,BOLD:AAA3993
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,361,OahuBird.413,BOLD:ACA9904
OTU1506_suspect_mock_chimera,US,0.9803,BOLD:AAZ9002.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,53,OahuBird.413,BOLD:AAZ9002
OTU151_suspect_mock_chimera,GS,100.0,BOLD:AAP6551.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,241,OahuBird.413,BOLD:AAP6551
OTU154_suspect_mock_chimera,GS,100.0,BOLD:AAH2433.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Athous,Athous acanthus,128,OahuBird.413,BOLD:AAH2433
OTU171_suspect_mock_chimera,GS,100.0,BOLD:AAB6784.1,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pirata,Pirata piraticus,84,OahuBird.413,BOLD:AAB6784
OTU1753_suspect_mock_chimera,US,0.9803,BOLD:AAY9416.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,51,OahuBird.413,BOLD:AAY9416
OTU181_suspect_mock_chimera,GS,99.4,BOLD:ABA8393.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula oleracea,184,OahuBird.413,BOLD:ABA8393
OTU182_suspect_mock_chimera,GS,100.0,BOLD:AAG8670.1,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Phytocoris,NA,134,OahuBird.413,BOLD:AAG8670
OTU194_suspect_mock_chimera,GS,100.0,BOLD:AAU6544.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Ormosia,Ormosia affinis,121,OahuBird.413,BOLD:AAU6544
OTU195_suspect_mock_chimera,GS,100.0,BOLD:AAL7322.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,53,OahuBird.413,BOLD:AAL7322
OTU198_suspect_mock_chimera,GS,100.0,BOLD:ACE7247.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,144,OahuBird.413,BOLD:ACE7247
OTU204_suspect_mock_chimera,GS,100.0,BOLD:AAK8834.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Metalimnobia,Metalimnobia triocellata,147,OahuBird.413,BOLD:AAK8834
OTU210_suspect_mock_chimera,GS,100.0,BOLD:AAC6102.1,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Pigritia,NA,119,OahuBird.413,BOLD:AAC6102
OTU212_suspect_mock_chimera,GS,99.4,BOLD:AAB0224.1,Animalia,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Swammerdamia,Swammerdamia caesiella,184,OahuBird.413,BOLD:AAB0224
OTU2234_suspect_mock_chimera,GS,98.2,BOLD:AAL2743.3,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,Forelia,NA,93,OahuBird.413,BOLD:AAL2743
OTU2295_suspect_mock_chimera,GS,98.9,BOLD:AAA4646.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Microthyris,Microthyris prolongalis,145,OahuBird.413,BOLD:AAA4646
OTU231_suspect_mock_chimera,GS,100.0,BOLD:AAG2348.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Lixophaga,NA,125,OahuBird.413,BOLD:AAG2348
OTU235_suspect_mock_chimera,GS,100.0,BOLD:AAC0442.1,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Lejops,Lejops curvipes,87,OahuBird.413,BOLD:AAC0442
OTU241_suspect_mock_chimera,GS,100.0,BOLD:AAF6798.5,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,Procladius denticulatus,65,OahuBird.413,BOLD:AAF6798
OTU288_suspect_mock_chimera,GS,100.0,BOLD:AAA3659.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pandemis,Pandemis limitata,66,OahuBird.413,BOLD:AAA3659
OTU316_suspect_mock_chimera,GS,98.9,BOLD:ACD9137.1,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Megamelus,Megamelus inflatus,110,OahuBird.413,BOLD:ACD9137
OTU317_suspect_mock_chimera,GS,100.0,BOLD:ACM3087.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,58,OahuBird.413,BOLD:ACM3087
OTU386_suspect_mock_chimera,US,0.9715,BOLD:ABW9021.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,230,OahuBird.413,BOLD:ABW9021
OTU408_suspect_mock_chimera,US,0.9803,BOLD:ACL8621.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,123,OahuBird.413,BOLD:ACL8621
OTU440_suspect_mock_chimera,SS,1.0000,BOLD:AAF7179.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,52,OahuBird.413,BOLD:AAF7179
OTU450_suspect_mock_chimera,US,0.9885,BOLD:ACG3825.1,Animalia,Arthropoda,Diplopoda,Chordeumatida,NA,NA,NA,64,OahuBird.413,BOLD:ACG3825
OTU469_suspect_mock_chimera,GS,100.0,BOLD:AAV0590.1,Animalia,Arthropoda,Arachnida,Mesostigmata,Blattisociidae,Cheiroseius,NA,99,OahuBird.413,BOLD:AAV0590
OTU498_suspect_mock_chimera,GS,99.4,BOLD:AAG2369.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Strongygaster,NA,72,OahuBird.413,BOLD:AAG2369
OTU504_suspect_mock_chimera,GS,100.0,BOLD:AAA8620.3,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Euclea,Euclea delphinii,63,OahuBird.413,BOLD:AAA8620
OTU582_suspect_mock_chimera,GS,100.0,BOLD:AAG8976.1,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Neohecalus,Neohecalus lineatus,95,OahuBird.413,BOLD:AAG8976
OTU837_suspect_mock_chimera,US,1.0000,BOLD:AAI4173.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,66,OahuBird.413,BOLD:AAI4173
OTU371,US,1.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,182,OahuBird.414,None
OTU1163_suspect_mock_variant,GS,98.3,BOLD:AAO1454.1,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Porsica,Porsica acarodes,51,OahuBird.414,BOLD:AAO1454
OTU122_suspect_mock_chimera,GS,98.9,BOLD:AAL2743.2,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,Forelia,NA,286,OahuBird.414,BOLD:AAL2743
OTU1303_suspect_mock_chimera,GS,99.4,BOLD:AAB7915.1,Animalia,Arthropoda,Collembola,Symphypleona,Bourletiellidae,Deuterosminthurus,NA,54,OahuBird.414,BOLD:AAB7915
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,246,OahuBird.414,BOLD:AAF9055
OTU138_suspect_mock_chimera,GS,100.0,BOLD:AAA3993.48,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora duplicis group,373,OahuBird.414,BOLD:AAA3993
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,647,OahuBird.414,BOLD:ACA9904
OTU151_suspect_mock_chimera,GS,100.0,BOLD:AAP6551.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,307,OahuBird.414,BOLD:AAP6551
OTU154_suspect_mock_chimera,GS,100.0,BOLD:AAH2433.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Athous,Athous acanthus,185,OahuBird.414,BOLD:AAH2433
OTU1588_suspect_mock_chimera,SS,0.9900,BOLD:ACR5856.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,52,OahuBird.414,BOLD:ACR5856
OTU171_suspect_mock_chimera,GS,100.0,BOLD:AAB6784.1,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pirata,Pirata piraticus,179,OahuBird.414,BOLD:AAB6784
OTU1801_suspect_mock_chimera,GS,98.9,BOLD:AAC0920.2,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Coleotechnites,Coleotechnites atrupictella,68,OahuBird.414,BOLD:AAC0920
OTU181_suspect_mock_chimera,GS,99.4,BOLD:ABA8393.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula oleracea,291,OahuBird.414,BOLD:ABA8393
OTU182_suspect_mock_chimera,GS,100.0,BOLD:AAG8670.1,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Phytocoris,NA,75,OahuBird.414,BOLD:AAG8670
OTU194_suspect_mock_chimera,GS,100.0,BOLD:AAU6544.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Ormosia,Ormosia affinis,105,OahuBird.414,BOLD:AAU6544
OTU195_suspect_mock_chimera,GS,100.0,BOLD:AAL7322.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,249,OahuBird.414,BOLD:AAL7322
OTU197_suspect_mock_chimera,GS,100.0,BOLD:ABY0004.3,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,123,OahuBird.414,BOLD:ABY0004
OTU202_suspect_mock_chimera,GS,100.0,BOLD:AAI3614.3,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Odontomyia,Odontomyia cincta,82,OahuBird.414,BOLD:AAI3614
OTU210_suspect_mock_chimera,GS,100.0,BOLD:AAC6102.1,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Pigritia,NA,149,OahuBird.414,BOLD:AAC6102
OTU2234_suspect_mock_chimera,GS,98.2,BOLD:AAL2743.3,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,Forelia,NA,91,OahuBird.414,BOLD:AAL2743
OTU2295_suspect_mock_chimera,GS,98.9,BOLD:AAA4646.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Microthyris,Microthyris prolongalis,271,OahuBird.414,BOLD:AAA4646
OTU235_suspect_mock_chimera,GS,100.0,BOLD:AAC0442.1,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Lejops,Lejops curvipes,123,OahuBird.414,BOLD:AAC0442
OTU241_suspect_mock_chimera,GS,100.0,BOLD:AAF6798.5,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,Procladius denticulatus,82,OahuBird.414,BOLD:AAF6798
OTU261_suspect_mock_chimera,GS,100.0,BOLD:ACX7675.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,85,OahuBird.414,BOLD:ACX7675
OTU294_suspect_mock_chimera,GS,100.0,BOLD:ACK5957.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,61,OahuBird.414,BOLD:ACK5957
OTU29_suspect_mock_chimera,SS,1.0000,BOLD:ACO5149.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,1512,OahuBird.414,BOLD:ACO5149
OTU316_suspect_mock_chimera,GS,98.9,BOLD:ACD9137.1,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Megamelus,Megamelus inflatus,130,OahuBird.414,BOLD:ACD9137
OTU317_suspect_mock_chimera,GS,100.0,BOLD:ACM3087.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,58,OahuBird.414,BOLD:ACM3087
OTU324_suspect_mock_chimera,GS,100.0,BOLD:AAN5165.1,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Forcipomyia,NA,88,OahuBird.414,BOLD:AAN5165
OTU359_suspect_mock_chimera,GS,100.0,BOLD:AAB1221.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leuconycta,Leuconycta lepidula,83,OahuBird.414,BOLD:AAB1221
OTU378_suspect_mock_chimera,GS,100.0,BOLD:AAP1210.2,Animalia,Arthropoda,Insecta,Diptera,Sciaridae,NA,NA,124,OahuBird.414,BOLD:AAP1210
OTU389_suspect_mock_chimera,GS,97.8,BOLD:AAB0223.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,63,OahuBird.414,BOLD:AAB0223
OTU443_suspect_mock_chimera,US,0.9844,BOLD:AAP9032.4,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,127,OahuBird.414,BOLD:AAP9032
OTU474_suspect_mock_chimera,GS,100.0,BOLD:AAC1597.3,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Caryocolum,Caryocolum pullatella,52,OahuBird.414,BOLD:AAC1597
OTU483_suspect_mock_variant,GS,100.0,BOLD:AAA2590.2,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xestia,Xestia baja,80,OahuBird.414,BOLD:AAA2590
OTU487_suspect_mock_chimera,GS,100.0,BOLD:AAF9064.3,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Elephantomyia,Elephantomyia westwoodi,63,OahuBird.414,BOLD:AAF9064
OTU497_suspect_mock_variant,GS,100.0,BOLD:AAC9531.3,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes cantator,56,OahuBird.414,BOLD:AAC9531
OTU513_suspect_mock_chimera,GS,98.9,BOLD:AAH4593.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,56,OahuBird.414,BOLD:AAH4593
OTU526_suspect_mock_chimera,GS,100.0,BOLD:AAB1002.2,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Euparthenos,Euparthenos nubilis,114,OahuBird.414,BOLD:AAB1002
OTU582_suspect_mock_chimera,GS,100.0,BOLD:AAG8976.1,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Neohecalus,Neohecalus lineatus,57,OahuBird.414,BOLD:AAG8976
OTU584_suspect_mock_chimera,GS,100.0,BOLD:ABY5257.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea devastator,59,OahuBird.414,BOLD:ABY5257
OTU764_suspect_mock_chimera,US,0.9919,BOLD:AAH0440.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,70,OahuBird.414,BOLD:AAH0440
OTU388,US,1.0000,BOLD:AAG9325.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,80,OahuBird.415,BOLD:AAG9325
OTU1228,US,1.0000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,53,OahuBird.415,None
OTU1057_suspect_mock_chimera,US,1.0000,BOLD:ACM1786.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,51,OahuBird.415,BOLD:ACM1786
OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,114,OahuBird.415,BOLD:AAC6357
OTU1115_suspect_mock_chimera,GS,100.0,BOLD:AAA7893.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Machimia,Machimia tentoriferella,59,OahuBird.415,BOLD:AAA7893
OTU1227_suspect_mock_chimera,GS,100.0,BOLD:ACI5580.1,Animalia,Arthropoda,Insecta,Coleoptera,Scirtidae,Cyphon,NA,100,OahuBird.415,BOLD:ACI5580
OTU122_suspect_mock_chimera,GS,98.9,BOLD:AAL2743.2,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,Forelia,NA,394,OahuBird.415,BOLD:AAL2743
OTU138_suspect_mock_chimera,GS,100.0,BOLD:AAA3993.48,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora duplicis group,209,OahuBird.415,BOLD:AAA3993
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,750,OahuBird.415,BOLD:ACA9904
OTU1456_suspect_mock_chimera,US,0.9963,BOLD:ACR0883.1,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,83,OahuBird.415,BOLD:ACR0883
OTU151_suspect_mock_chimera,GS,100.0,BOLD:AAP6551.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,315,OahuBird.415,BOLD:AAP6551
OTU154_suspect_mock_chimera,GS,100.0,BOLD:AAH2433.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Athous,Athous acanthus,78,OahuBird.415,BOLD:AAH2433
OTU171_suspect_mock_chimera,GS,100.0,BOLD:AAB6784.1,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pirata,Pirata piraticus,68,OahuBird.415,BOLD:AAB6784
OTU1801_suspect_mock_chimera,GS,98.9,BOLD:AAC0920.2,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Coleotechnites,Coleotechnites atrupictella,55,OahuBird.415,BOLD:AAC0920
OTU181_suspect_mock_chimera,GS,99.4,BOLD:ABA8393.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula oleracea,156,OahuBird.415,BOLD:ABA8393
OTU183_suspect_mock_chimera,GS,100.0,BOLD:AAB8595.2,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Nemotaulius,Nemotaulius hostilis,60,OahuBird.415,BOLD:AAB8595
OTU187_suspect_mock_chimera,GS,100.0,BOLD:AAO8357.1,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Delphacodes,Delphacodes detecta,87,OahuBird.415,BOLD:AAO8357
OTU194_suspect_mock_chimera,GS,100.0,BOLD:AAU6544.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Ormosia,Ormosia affinis,205,OahuBird.415,BOLD:AAU6544
OTU195_suspect_mock_chimera,GS,100.0,BOLD:AAL7322.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,146,OahuBird.415,BOLD:AAL7322
OTU198_suspect_mock_chimera,GS,100.0,BOLD:ACE7247.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,64,OahuBird.415,BOLD:ACE7247
OTU202_suspect_mock_chimera,GS,100.0,BOLD:AAI3614.3,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Odontomyia,Odontomyia cincta,170,OahuBird.415,BOLD:AAI3614
OTU215_suspect_mock_chimera,GS,100.0,BOLD:AAG3622.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Aphrophora,Aphrophora cribrata,53,OahuBird.415,BOLD:AAG3622
OTU2234_suspect_mock_chimera,GS,98.2,BOLD:AAL2743.3,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,Forelia,NA,118,OahuBird.415,BOLD:AAL2743
OTU231_suspect_mock_chimera,GS,100.0,BOLD:AAG2348.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Lixophaga,NA,97,OahuBird.415,BOLD:AAG2348
OTU235_suspect_mock_chimera,GS,100.0,BOLD:AAC0442.1,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Lejops,Lejops curvipes,59,OahuBird.415,BOLD:AAC0442
